"K","exclus","semcoh","heldout","residual","bound","lbound","em.its","engine","noise","mean_word_error","uniq","highest_heldout_k"
9,9.43931742249024,-66.4682174480615,-7.12097786704255,1.4200304914216,-241462.631298418,-241449.829470938,124,"textract","bin",1.71145962732919,"textract bin",8
10,9.50309454618283,-58.62733551921,-7.05616970896778,1.44793725669163,-239859.941025331,-239844.836612758,114,"textract","bin",1.71145962732919,"textract bin",8
11,9.47557544077741,-58.5708571099204,-7.0767498986895,1.4643936051371,-238221.325722391,-238203.823414545,136,"textract","bin",1.71145962732919,"textract bin",8
12,9.49237276248219,-67.2244805147537,-7.21128434236082,1.45462685306437,-237249.461674831,-237229.474460335,95,"textract","bin",1.71145962732919,"textract bin",8
13,9.52805320903298,-69.7252139237754,-7.11476495734207,1.46907462991585,-235762.273472132,-235739.721308279,195,"textract","bin",1.71145962732919,"textract bin",8
14,9.52035201438925,-70.173400967228,-7.12301879987725,1.48005549682489,-235459.243947552,-235434.052726369,98,"textract","bin",1.71145962732919,"textract bin",8
15,9.55613105292398,-68.7958219594931,-7.08486852293537,1.51789330040998,-233505.359224101,-233477.459952717,193,"textract","bin",1.71145962732919,"textract bin",8
16,9.53671619953517,-69.207575051815,-7.09824375754066,1.52775935630664,-232935.109060549,-232904.437200443,169,"textract","bin",1.71145962732919,"textract bin",8
17,9.55978213827552,-75.4564988845239,-7.30965391566795,1.56946311912884,-232090.369373837,-232056.864300387,233,"textract","bin",1.71145962732919,"textract bin",8
18,9.56991512581514,-78.20481164397,-7.37691467920856,1.59994899120691,-232333.577832566,-232297.182387358,98,"textract","bin",1.71145962732919,"textract bin",8
19,9.55307456504063,-80.1118278635659,-7.49326999315024,1.64014371887931,-231214.792096812,-231175.452212625,107,"textract","bin",1.71145962732919,"textract bin",8
20,9.53867000604063,-76.8211066175854,-7.61844012906104,1.70276494683557,-230021.29638203,-229978.960765569,112,"textract","bin",1.71145962732919,"textract bin",8
6,9.04808630065241,-74.724188744207,-7.50009857512234,1.50276077406922,-230417.954470751,-230411.375219539,53,"textract","col + blur",13.3846894409938,"textract col + blur",9
7,9.33608975971091,-59.1923437936023,-7.35586061259593,1.4637097251076,-226558.392318743,-226549.867157382,97,"textract","col + blur",13.3846894409938,"textract col + blur",9
8,9.31678091568519,-70.8436483287178,-7.30179838835151,1.45405667208056,-224544.171567165,-224533.566964262,192,"textract","col + blur",13.3846894409938,"textract col + blur",9
9,9.37348308400694,-66.3992586602893,-7.29262170029942,1.44278874081546,-223145.590948327,-223132.789120847,133,"textract","col + blur",13.3846894409938,"textract col + blur",9
10,9.38398197062579,-69.9699539182594,-7.46115551258609,1.53898800451086,-223026.276591531,-223011.172178958,286,"textract","col + blur",13.3846894409938,"textract col + blur",9
11,9.37732136508541,-71.9704358888849,-7.41672912957359,1.47522817071652,-221516.938806125,-221499.43649828,177,"textract","col + blur",13.3846894409938,"textract col + blur",9
12,9.41586025786702,-80.0360671169179,-7.42611951018678,1.45952901161825,-220012.260127647,-219992.272913151,149,"textract","col + blur",13.3846894409938,"textract col + blur",9
13,9.47932871081022,-77.0695177428156,-7.43936769964003,1.4804058531412,-218890.080510984,-218867.528347131,116,"textract","col + blur",13.3846894409938,"textract col + blur",9
14,9.52713918728747,-66.0068218115231,-7.5897050228575,1.49911793986814,-217441.862158534,-217416.670937352,88,"textract","col + blur",13.3846894409938,"textract col + blur",9
15,9.54205416523329,-68.2467740321705,-7.4773005972981,1.52683675426054,-216037.915086576,-216010.015815192,127,"textract","col + blur",13.3846894409938,"textract col + blur",9
16,9.52382154384902,-77.5070266917781,-7.55669027986637,1.56662809865039,-215504.086162466,-215473.41430236,88,"textract","col + blur",13.3846894409938,"textract col + blur",9
17,9.57931316094565,-75.4878488546538,-7.55466965390127,1.59911929054571,-214239.021931602,-214205.516858152,110,"textract","col + blur",13.3846894409938,"textract col + blur",9
18,9.57066952312231,-73.2968169601995,-7.59518734885685,1.64542829954983,-213180.64326104,-213144.247815832,130,"textract","col + blur",13.3846894409938,"textract col + blur",9
19,9.56372617891032,-77.9669338395791,-7.66225293238269,1.65371129996277,-212902.465694823,-212863.125810636,124,"textract","col + blur",13.3846894409938,"textract col + blur",9
20,9.54900678440279,-83.7831389371303,-7.7269267341494,1.74608571665446,-212372.929316866,-212330.593700405,73,"textract","col + blur",13.3846894409938,"textract col + blur",9
6,9.24166536562289,-59.9523310578609,-7.33258543433897,1.65118833874235,-236665.387052348,-236658.807801136,112,"textract","col + weak",6.24453416149068,"textract col + weak",6
7,9.35422098323213,-57.9626438720897,-7.3802661958781,1.48127580247605,-233035.07728089,-233026.552119529,103,"textract","col + weak",6.24453416149068,"textract col + weak",6
8,9.31872108289702,-66.6811739443961,-7.43942529053781,1.44669674704991,-231153.709914751,-231143.105311848,113,"textract","col + weak",6.24453416149068,"textract col + weak",6
9,9.34473237981604,-69.4246426319589,-7.50841786810172,1.42968036062603,-229959.984960951,-229947.183133471,119,"textract","col + weak",6.24453416149068,"textract col + weak",6
10,9.40556404430973,-72.8501581452827,-7.47322536993142,1.42215188893893,-228484.461795534,-228469.357382961,114,"textract","col + weak",6.24453416149068,"textract col + weak",6
11,9.42918053678363,-74.5915134106622,-7.5363840851779,1.42540007049638,-227736.698099585,-227719.195791739,109,"textract","col + weak",6.24453416149068,"textract col + weak",6
12,9.44230955697362,-79.1317327409633,-7.58867037361937,1.4379727178417,-226057.804393266,-226037.81717877,82,"textract","col + weak",6.24453416149068,"textract col + weak",6
13,9.45662628929787,-87.9456992183187,-7.60115919287658,1.46776573456666,-224960.356640003,-224937.804476149,162,"textract","col + weak",6.24453416149068,"textract col + weak",6
14,9.52864638137925,-74.9247465696354,-7.56480169500859,1.489561891894,-223306.081369908,-223280.890148725,169,"textract","col + weak",6.24453416149068,"textract col + weak",6
15,9.52791505064501,-75.8425693496749,-7.7232036757783,1.50705645530184,-222796.329874016,-222768.430602633,142,"textract","col + weak",6.24453416149068,"textract col + weak",6
16,9.53195271874893,-74.7037931969517,-7.65578673398183,1.54526790346442,-220721.125314441,-220690.453454335,187,"textract","col + weak",6.24453416149068,"textract col + weak",6
17,9.53425348140216,-83.0205128349593,-7.6331668363769,1.58160476836177,-220783.751519995,-220750.246446545,127,"textract","col + weak",6.24453416149068,"textract col + weak",6
18,9.54744767844749,-77.5941136609282,-7.7175005891601,1.59580531515072,-219686.759588632,-219650.364143424,98,"textract","col + weak",6.24453416149068,"textract col + weak",6
19,9.56243569074377,-71.9338975637917,-7.67101229591023,1.63990013769906,-219095.981502871,-219056.641618684,59,"textract","col + weak",6.24453416149068,"textract col + weak",6
20,9.56948862898175,-76.3691560918952,-7.88303892782655,1.68037071672305,-218095.077125745,-218052.741509284,69,"textract","col + weak",6.24453416149068,"textract col + weak",6
6,9.14747683444479,-56.0085313253123,-7.34351571140437,1.52532166760203,-245761.258062652,-245754.67881144,211,"textract","col + snp",3.84885093167702,"textract col + snp",6
7,9.30715403883935,-64.8541059539409,-7.39126173324059,1.4563497123371,-241991.926197592,-241983.401036231,143,"textract","col + snp",3.84885093167702,"textract col + snp",6
8,9.25057283573841,-64.1441013651629,-7.44539239284721,1.42963261229745,-241120.235303216,-241109.630700313,111,"textract","col + snp",3.84885093167702,"textract col + snp",6
9,9.2981145311457,-64.4069420491315,-7.47015431400225,1.43177004433511,-238993.521412994,-238980.719585514,118,"textract","col + snp",3.84885093167702,"textract col + snp",6
10,9.39364936252026,-67.4470616625232,-7.45830265985256,1.47018020849568,-237302.289664776,-237287.185252202,112,"textract","col + snp",3.84885093167702,"textract col + snp",6
11,9.45351734024251,-66.2149803496137,-7.44643849397427,1.44723916419452,-236083.898596056,-236066.39628821,91,"textract","col + snp",3.84885093167702,"textract col + snp",6
12,9.43662553091158,-73.0060433159269,-7.42460959189587,1.47703624706855,-234190.241340622,-234170.254126126,91,"textract","col + snp",3.84885093167702,"textract col + snp",6
13,9.50873333789526,-77.9864949488839,-7.4299491966307,1.4752121936955,-233716.37705315,-233693.824889297,100,"textract","col + snp",3.84885093167702,"textract col + snp",6
14,9.5390727509742,-79.2138572344721,-7.5000734192473,1.50554565741673,-232716.356995071,-232691.165773888,112,"textract","col + snp",3.84885093167702,"textract col + snp",6
15,9.54451443823722,-84.3067656799223,-7.59868225733577,1.52859002895058,-231961.188881397,-231933.289610013,118,"textract","col + snp",3.84885093167702,"textract col + snp",6
16,9.49982976471087,-76.1116161972084,-7.62855270794203,1.55571332422233,-230472.399680638,-230441.727820532,121,"textract","col + snp",3.84885093167702,"textract col + snp",6
17,9.53870381570963,-79.1649682764043,-7.63820792557985,1.5803647748884,-229797.115802584,-229763.610729134,96,"textract","col + snp",3.84885093167702,"textract col + snp",6
18,9.55585846222618,-82.8293944572997,-7.62036462614482,1.61343275175433,-229108.260368026,-229071.864922818,95,"textract","col + snp",3.84885093167702,"textract col + snp",6
19,9.55228264907101,-81.4189271178338,-7.76897135439995,1.68765796553999,-227757.211459807,-227717.87157562,82,"textract","col + snp",3.84885093167702,"textract col + snp",6
20,9.53810327501312,-81.2289932951533,-7.70937692318003,1.73310567379135,-227233.195387939,-227190.859771478,87,"textract","col + snp",3.84885093167702,"textract col + snp",6
6,9.07696976378546,-95.8424960652429,-7.40537335126879,1.54014011380049,-252507.385369577,-252500.806118365,133,"textract","col + wm",2.58232919254658,"textract col + wm",9
7,9.19750048133362,-99.3464320761901,-7.33861141888944,1.44041691716361,-247978.171775149,-247969.646613788,133,"textract","col + wm",2.58232919254658,"textract col + wm",9
8,9.31391303180527,-65.2913340382439,-7.23855258016405,1.44870961082349,-241184.63873596,-241174.034133058,155,"textract","col + wm",2.58232919254658,"textract col + wm",9
9,9.34838053887928,-68.5221201778492,-7.22784404594774,1.43423217131252,-239868.847007326,-239856.045179846,138,"textract","col + wm",2.58232919254658,"textract col + wm",9
10,9.37309202279791,-61.9803911138243,-7.24705855748365,1.44579107953339,-238465.088672334,-238449.984259761,143,"textract","col + wm",2.58232919254658,"textract col + wm",9
11,9.40331872460245,-76.7613794045443,-7.3077649463552,1.43102895927557,-237616.276763285,-237598.774455439,137,"textract","col + wm",2.58232919254658,"textract col + wm",9
12,9.40604791323784,-68.8442908813813,-7.26510884804716,1.46967371509296,-236863.174987244,-236843.187772748,105,"textract","col + wm",2.58232919254658,"textract col + wm",9
13,9.40800477123059,-78.9378482551603,-7.33596319621696,1.45345652480609,-235897.195741363,-235874.64357751,82,"textract","col + wm",2.58232919254658,"textract col + wm",9
14,9.45350230147232,-81.6111630359644,-7.35313449697706,1.4829679211555,-234276.754213853,-234251.56299267,152,"textract","col + wm",2.58232919254658,"textract col + wm",9
15,9.50148256396804,-84.0592075431029,-7.45093481013466,1.48172119710451,-233594.117210783,-233566.217939399,87,"textract","col + wm",2.58232919254658,"textract col + wm",9
16,9.5155696478644,-78.3488069580346,-7.5722553424043,1.53363713396269,-232212.865363449,-232182.193503343,64,"textract","col + wm",2.58232919254658,"textract col + wm",9
17,9.55398462775192,-78.9333041219805,-7.53623830225313,1.56213871162224,-231504.471924342,-231470.966850892,63,"textract","col + wm",2.58232919254658,"textract col + wm",9
18,9.57649442351669,-75.3527239934441,-7.54908008319753,1.59776739119611,-230206.6133584,-230170.217913192,66,"textract","col + wm",2.58232919254658,"textract col + wm",9
19,9.56254126226965,-79.8826408680105,-7.41843254470018,1.62263662127522,-229140.061370942,-229100.721486754,94,"textract","col + wm",2.58232919254658,"textract col + wm",9
20,9.58494431521702,-85.777829816485,-7.46256276175816,1.65804621297584,-229522.354946325,-229480.019329864,73,"textract","col + wm",2.58232919254658,"textract col + wm",9
6,9.2084544971981,-59.1933461604096,-7.23845947934045,1.489989918095,-241673.52010077,-241666.940849558,120,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
7,9.20216619931932,-78.6504056322188,-7.34607849978214,1.48854586427957,-240962.49986385,-240953.974702489,106,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
8,9.3273822463151,-71.5213567784865,-7.37070767566913,1.45208489389481,-238277.294872811,-238266.690269908,142,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
9,9.37676215926767,-67.3791696351785,-7.34339339900524,1.43743722373025,-235937.909129213,-235925.107301732,146,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
10,9.40302328535608,-68.8766333852283,-7.37878584352124,1.47643544974913,-235587.32931885,-235572.224906277,170,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
11,9.40344341241884,-76.9265225080998,-7.35334132271647,1.46498370500747,-234412.882852014,-234395.380544168,129,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
12,9.4438157187314,-72.6960258869727,-7.49616982587357,1.46775085634926,-233504.841652179,-233484.854437684,162,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
13,9.44161616215186,-84.7917586942456,-7.48455607636412,1.44919516664933,-230612.704439262,-230590.152275409,186,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
14,9.45926529903175,-85.9490592554715,-7.48162919127257,1.47607463833145,-229711.354165768,-229686.162944585,147,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
15,9.43561212118855,-77.3293916588471,-7.51724857218208,1.51241622454288,-228900.633799564,-228872.73452818,99,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
16,9.46005332645939,-79.5667390049823,-7.46367013231324,1.51090423252831,-228038.818869373,-228008.147009266,97,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
17,9.47339095954459,-84.2355149951163,-7.55349288406683,1.54190669777863,-227581.604299368,-227548.099225918,90,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
18,9.5216092956861,-77.4428159045695,-7.5410201987231,1.58821080963142,-226731.658444831,-226695.262999623,95,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
19,9.5376074163198,-78.6473802019352,-7.58528630638357,1.63524237003055,-225365.026870357,-225325.68698617,141,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
20,9.5376513610896,-88.2572477666037,-7.674055906331,1.65773251265503,-224725.202664447,-224682.867047986,63,"textract","col + scrib",3.68167701863354,"textract col + scrib",6
6,9.23536432765894,-66.9937357609118,-7.03844330227796,1.98262463818049,-218304.85351424,-218298.274263028,161,"textract","col + ink",15.5798757763975,"textract col + ink",7
7,9.34907403044446,-60.0035065280709,-6.97288095011776,1.49678331400833,-215124.637497952,-215116.112336591,119,"textract","col + ink",15.5798757763975,"textract col + ink",7
8,9.33919591916207,-62.7760207261721,-6.97669879376317,1.45547646341916,-213054.3248723,-213043.720269398,148,"textract","col + ink",15.5798757763975,"textract col + ink",7
9,9.34918568993648,-89.3760749911342,-7.04533484380759,1.52177697800693,-213649.453440467,-213636.651612987,94,"textract","col + ink",15.5798757763975,"textract col + ink",7
10,9.46500166960385,-72.1055364827369,-6.97801440315218,1.44359934350305,-210174.245397078,-210159.140984505,179,"textract","col + ink",15.5798757763975,"textract col + ink",7
11,9.40916959495398,-75.3187822947929,-7.07506997055419,1.41266239763367,-209847.483632899,-209829.981325053,133,"textract","col + ink",15.5798757763975,"textract col + ink",7
12,9.48111508331898,-79.8359321700823,-7.0207830218804,1.4830056439318,-208164.106939824,-208144.119725328,137,"textract","col + ink",15.5798757763975,"textract col + ink",7
13,9.49589457108774,-70.2080415685473,-7.01687837148567,1.46063071966411,-206881.842693471,-206859.290529618,78,"textract","col + ink",15.5798757763975,"textract col + ink",7
14,9.4583476536652,-85.2114622503945,-7.0243526456748,1.48404223372681,-206754.610549533,-206729.41932835,75,"textract","col + ink",15.5798757763975,"textract col + ink",7
